"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"30.07.1996","8,3109","8,3109","8,3109","8,3109","---","0%"
"29.07.1996","8,3111","8,3111","8,3111","8,3111","---","0%"
"26.07.1996","8,3114","8,3114","8,3114","8,3114","---","-0,02%"
"25.07.1996","8,3127","8,3127","8,3127","8,3127","---","0%"
"24.07.1996","8,313","8,313","8,313","8,313","---","0%"
"23.07.1996","8,3132","8,3132","8,3132","8,3132","---","-0,01%"
"22.07.1996","8,314","8,314","8,314","8,314","---","-0,01%"
"19.07.1996","8,3152","8,3152","8,3152","8,3152","---","0,01%"
"18.07.1996","8,3147","8,3147","8,3147","8,3147","---","-0,01%"
"17.07.1996","8,3152","8,3152","8,3152","8,3152","---","0%"
"16.07.1996","8,3151","8,3151","8,3151","8,3151","---","-0,02%"
"15.07.1996","8,3165","8,3165","8,3165","8,3165","---","0,01%"
"12.07.1996","8,3159","8,3159","8,3159","8,3159","---","0%"
"11.07.1996","8,316","8,316","8,316","8,316","---","0%"
"10.07.1996","8,3161","8,3161","8,3161","8,3161","---","-0,01%"
"09.07.1996","8,3172","8,3172","8,3172","8,3172","---","-0,02%"
"08.07.1996","8,3187","8,3187","8,3187","8,3187","---","-0,02%"
"05.07.1996","8,32","8,32","8,32","8,32","---","0%"
"04.07.1996","8,3202","8,3202","8,3202","8,3202","---","0%"
"03.07.1996","8,3201","8,3201","8,3201","8,3201","---","-0,01%"
"02.07.1996","8,3211","8,3211","8,3211","8,3211","---","-0,01%"
"01.07.1996","8,3217","8,3217","8,3217","8,3217","---","0%"
"28.06.1996","8,3221","8,3221","8,3221","8,3221","---","0,01%"
"27.06.1996","8,321","8,321","8,321","8,321","---","0%"
"26.06.1996","8,3206","8,3206","8,3206","8,3206","---","0%"
"25.06.1996","8,3206","8,3206","8,3206","8,3206","---","0,01%"
"24.06.1996","8,3201","8,3201","8,3201","8,3201","---","0%"
"21.06.1996","8,3203","8,3203","8,3203","8,3203","---","-0,01%"
"20.06.1996","8,3212","8,3212","8,3212","8,3212","---","-0,01%"
"19.06.1996","8,3218","8,3218","8,3218","8,3218","---","-0,01%"
"18.06.1996","8,3224","8,3224","8,3224","8,3224","---","0%"
"17.06.1996","8,3222","8,3222","8,3222","8,3222","---","0,01%"
"14.06.1996","8,3217","8,3217","8,3217","8,3217","---","0%"
"13.06.1996","8,3221","8,3221","8,3221","8,3221","---","-0,01%"
"12.06.1996","8,3229","8,3229","8,3229","8,3229","---","-0,01%"
"11.06.1996","8,3235","8,3235","8,3235","8,3235","---","0%"
"10.06.1996","8,3234","8,3234","8,3234","8,3234","---","0%"
"07.06.1996","8,3237","8,3237","8,3237","8,3237","---","0%"
"06.06.1996","8,3234","8,3234","8,3234","8,3234","---","-0,01%"
"05.06.1996","8,3239","8,3239","8,3239","8,3239","---","-0,01%"
"04.06.1996","8,3249","8,3249","8,3249","8,3249","---","-0,01%"
"03.06.1996","8,3254","8,3254","8,3254","8,3254","---","0%"
"31.05.1996","8,3255","8,3255","8,3255","8,3255","---","-0,01%"
"30.05.1996","8,3263","8,3263","8,3263","8,3263","---","0%"
"29.05.1996","8,3262","8,3262","8,3262","8,3262","---","0,02%"
"28.05.1996","8,3248","8,3248","8,3248","8,3248","---","-0,01%"
"27.05.1996","8,3257","8,3257","8,3257","8,3257","---","-0,01%"
"24.05.1996","8,3267","8,3267","8,3267","8,3267","---","0%"
"23.05.1996","8,3267","8,3267","8,3267","8,3267","---","-0,01%"
"22.05.1996","8,3272","8,3272","8,3272","8,3272","---","0%"
"21.05.1996","8,3273","8,3273","8,3273","8,3273","---","-0,01%"
"20.05.1996","8,3284","8,3284","8,3284","8,3284","---","-0,01%"
"17.05.1996","8,3293","8,3293","8,3293","8,3293","---","-0,01%"
"16.05.1996","8,33","8,33","8,33","8,33","---","0%"
"15.05.1996","8,3301","8,3301","8,3301","8,3301","---","0%"
"14.05.1996","8,33","8,33","8,33","8,33","---","0%"
"13.05.1996","8,3302","8,3302","8,3302","8,3302","---","0%"
"10.05.1996","8,3302","8,3302","8,3302","8,3302","---","0%"
"09.05.1996","8,3301","8,3301","8,3301","8,3301","---","0%"
"08.05.1996","8,33","8,33","8,33","8,33","---","0%"
"07.05.1996","8,33","8,33","8,33","8,33","---","0%"
"06.05.1996","8,33","8,33","8,33","8,33","---","0%"
"03.05.1996","8,33","8,33","8,33","8,33","---","0%"
"02.05.1996","8,3301","8,3301","8,3301","8,3301","---","0%"
"01.05.1996","8,3301","8,3301","8,3301","8,3301","---","0%"
"30.04.1996","8,3301","8,3301","8,3301","8,3301","---","-0,01%"
"29.04.1996","8,3306","8,3306","8,3306","8,3306","---","0,01%"
"26.04.1996","8,33","8,33","8,33","8,33","---","0%"
"25.04.1996","8,3301","8,3301","8,3301","8,3301","---","0%"
"24.04.1996","8,3301","8,3301","8,3301","8,3301","---","0%"
"23.04.1996","8,3302","8,3302","8,3302","8,3302","---","0%"
"22.04.1996","8,33","8,33","8,33","8,33","---","-0,01%"
"19.04.1996","8,3306","8,3306","8,3306","8,3306","---","0%"
"18.04.1996","8,3309","8,3309","8,3309","8,3309","---","0%"
"17.04.1996","8,3312","8,3312","8,3312","8,3312","---","-0,01%"
"16.04.1996","8,3317","8,3317","8,3317","8,3317","---","0%"
"15.04.1996","8,3321","8,3321","8,3321","8,3321","---","0%"
"12.04.1996","8,3322","8,3322","8,3322","8,3322","---","0%"
"11.04.1996","8,3324","8,3324","8,3324","8,3324","---","0,01%"
"10.04.1996","8,3318","8,3318","8,3318","8,3318","---","0%"
"09.04.1996","8,3315","8,3315","8,3315","8,3315","---","0%"
"08.04.1996","8,3312","8,3312","8,3312","8,3312","---","0%"
"05.04.1996","8,3311","8,3311","8,3311","8,3311","---","-0,02%"
"04.04.1996","8,3325","8,3325","8,3325","8,3325","---","-0,02%"
"03.04.1996","8,3338","8,3338","8,3338","8,3338","---","0%"
"02.04.1996","8,3339","8,3339","8,3339","8,3339","---","0%"
"01.04.1996","8,3339","8,3339","8,3339","8,3339","---","0%"
"29.03.1996","8,3338","8,3338","8,3338","8,3338","---","-0,02%"
"28.03.1996","8,3355","8,3355","8,3355","8,3355","---","0,03%"
"27.03.1996","8,3333","8,3333","8,3333","8,3333","---","-0,01%"
"26.03.1996","8,3342","8,3342","8,3342","8,3342","---","-0,01%"
"25.03.1996","8,3349","8,3349","8,3349","8,3349","---","0,02%"
"22.03.1996","8,3333","8,3333","8,3333","8,3333","---","0,02%"
"21.03.1996","8,3318","8,3318","8,3318","8,3318","---","0%"
"20.03.1996","8,332","8,332","8,332","8,332","---","-0,01%"
"19.03.1996","8,333","8,333","8,333","8,333","---","0%"
"18.03.1996","8,3327","8,3327","8,3327","8,3327","---","0,01%"
"15.03.1996","8,3317","8,3317","8,3317","8,3317","---","-0,02%"
"14.03.1996","8,3333","8,3333","8,3333","8,3333","---","-0,02%"
"13.03.1996","8,3348","8,3348","8,3348","8,3348","---","0,06%"
"12.03.1996","8,3299","8,3299","8,3299","8,3299","---","0,04%"
"11.03.1996","8,3263","8,3263","8,3263","8,3263","---","0,03%"
"08.03.1996","8,3239","8,3239","8,3239","8,3239","---","0,01%"
"07.03.1996","8,3229","8,3229","8,3229","8,3229","---","0,01%"
"06.03.1996","8,3223","8,3223","8,3223","8,3223","---","0,02%"
"05.03.1996","8,321","8,321","8,321","8,321","---","0%"
"04.03.1996","8,3208","8,3208","8,3208","8,3208","---","0%"
"01.03.1996","8,3211","8,3211","8,3211","8,3211","---","0%"
"29.02.1996","8,3211","8,3211","8,3211","8,3211","---","0%"
"28.02.1996","8,3207","8,3207","8,3207","8,3207","---","0,01%"
"27.02.1996","8,3196","8,3196","8,3196","8,3196","---","0,03%"
"26.02.1996","8,3169","8,3169","8,3169","8,3169","---","0,02%"
"23.02.1996","8,3152","8,3152","8,3152","8,3152","---","0%"
"22.02.1996","8,3152","8,3152","8,3152","8,3152","---","0%"
"21.02.1996","8,3152","8,3152","8,3152","8,3152","---","0%"
"20.02.1996","8,3152","8,3152","8,3152","8,3152","---","0%"
"19.02.1996","8,3152","8,3152","8,3152","8,3152","---","0,02%"
"16.02.1996","8,3136","8,3136","8,3136","8,3136","---","0,03%"
"15.02.1996","8,3112","8,3112","8,3112","8,3112","---","0,01%"
"14.02.1996","8,31","8,31","8,31","8,31","---","0%"
"13.02.1996","8,3104","8,3104","8,3104","8,3104","---","0,01%"
"12.02.1996","8,3092","8,3092","8,3092","8,3092","---","0%"
"09.02.1996","8,3094","8,3094","8,3094","8,3094","---","-0,01%"
"08.02.1996","8,31","8,31","8,31","8,31","---","-0,01%"
"07.02.1996","8,3111","8,3111","8,3111","8,3111","---","-0,01%"
"06.02.1996","8,312","8,312","8,312","8,312","---","-0,01%"
"05.02.1996","8,3131","8,3131","8,3131","8,3131","---","0%"
"02.02.1996","8,3127","8,3127","8,3127","8,3127","---","-0,01%"
"01.02.1996","8,3132","8,3132","8,3132","8,3132","---","-0,01%"
"31.01.1996","8,3138","8,3138","8,3138","8,3138","---","-0,01%"
"30.01.1996","8,3147","8,3147","8,3147","8,3147","---","0%"
"29.01.1996","8,315","8,315","8,315","8,315","---","-0,01%"
"26.01.1996","8,3157","8,3157","8,3157","8,3157","---","-0,01%"
"25.01.1996","8,3167","8,3167","8,3167","8,3167","---","0%"
"24.01.1996","8,3163","8,3163","8,3163","8,3163","---","-0,01%"
"23.01.1996","8,317","8,317","8,317","8,317","---","0%"
"22.01.1996","8,3174","8,3174","8,3174","8,3174","---","0%"
"19.01.1996","8,3178","8,3178","8,3178","8,3178","---","-0,02%"
"18.01.1996","8,3191","8,3191","8,3191","8,3191","---","-0,01%"
"17.01.1996","8,3202","8,3202","8,3202","8,3202","---","0%"
"16.01.1996","8,3204","8,3204","8,3204","8,3204","---","0%"
"15.01.1996","8,3206","8,3206","8,3206","8,3206","---","0%"
"12.01.1996","8,3204","8,3204","8,3204","8,3204","---","0%"
"11.01.1996","8,3204","8,3204","8,3204","8,3204","---","0%"
"10.01.1996","8,3208","8,3208","8,3208","8,3208","---","-0,01%"
"09.01.1996","8,3214","8,3214","8,3214","8,3214","---","0%"
"08.01.1996","8,3215","8,3215","8,3215","8,3215","---","0,01%"
"05.01.1996","8,3204","8,3204","8,3204","8,3204","---","0%"
"04.01.1996","8,3203","8,3203","8,3203","8,3203","---","0,01%"
"03.01.1996","8,3191","8,3191","8,3191","8,3191","---","0,01%"
"02.01.1996","8,318","8,318","8,318","8,318","---","0,01%"
"29.12.1995","8,3174","8,3174","8,3174","8,3174","---","-0,01%"
"28.12.1995","8,3179","8,3179","8,3179","8,3179","---","0%"
"27.12.1995","8,3179","8,3179","8,3179","8,3179","---","0%"
"26.12.1995","8,3179","8,3179","8,3179","8,3179","---","0%"
"25.12.1995","8,318","8,318","8,318","8,318","---","0,01%"
"22.12.1995","8,3174","8,3174","8,3174","8,3174","---","0%"
"21.12.1995","8,3173","8,3173","8,3173","8,3173","---","0%"
"20.12.1995","8,3174","8,3174","8,3174","8,3174","---","0%"
"19.12.1995","8,3176","8,3176","8,3176","8,3176","---","0%"
"18.12.1995","8,318","8,318","8,318","8,318","---","0,01%"
"15.12.1995","8,3171","8,3171","8,3171","8,3171","---","0,02%"
"14.12.1995","8,3154","8,3154","8,3154","8,3154","---","0,01%"
"13.12.1995","8,3146","8,3146","8,3146","8,3146","---","0%"
"12.12.1995","8,3148","8,3148","8,3148","8,3148","---","0%"
"11.12.1995","8,3147","8,3147","8,3147","8,3147","---","0,01%"
"08.12.1995","8,3138","8,3138","8,3138","8,3138","---","0%"
"07.12.1995","8,3135","8,3135","8,3135","8,3135","---","0%"
"06.12.1995","8,3133","8,3133","8,3133","8,3133","---","0%"
"05.12.1995","8,3132","8,3132","8,3132","8,3132","---","0%"
"04.12.1995","8,3131","8,3131","8,3131","8,3131","---","0%"
"01.12.1995","8,3127","8,3127","8,3127","8,3127","---","0,01%"
"30.11.1995","8,3116","8,3116","8,3116","8,3116","---","0%"
"29.11.1995","8,3116","8,3116","8,3116","8,3116","---","0%"
"28.11.1995","8,3116","8,3116","8,3116","8,3116","---","0%"
"27.11.1995","8,3114","8,3114","8,3114","8,3114","---","-0,01%"
"24.11.1995","8,3122","8,3122","8,3122","8,3122","---","0%"
"23.11.1995","8,3126","8,3126","8,3126","8,3126","---","0%"
"22.11.1995","8,3128","8,3128","8,3128","8,3128","---","0%"
"21.11.1995","8,3129","8,3129","8,3129","8,3129","---","0%"
"20.11.1995","8,313","8,313","8,313","8,313","---","0%"
"17.11.1995","8,3132","8,3132","8,3132","8,3132","---","0%"
"16.11.1995","8,3135","8,3135","8,3135","8,3135","---","0%"
"15.11.1995","8,3131","8,3131","8,3131","8,3131","---","-0,01%"
"14.11.1995","8,3136","8,3136","8,3136","8,3136","---","0%"
"13.11.1995","8,3139","8,3139","8,3139","8,3139","---","0%"
"10.11.1995","8,314","8,314","8,314","8,314","---","-0,01%"
"09.11.1995","8,3146","8,3146","8,3146","8,3146","---","0%"
"08.11.1995","8,3148","8,3148","8,3148","8,3148","---","0%"
"07.11.1995","8,3149","8,3149","8,3149","8,3149","---","0%"
"06.11.1995","8,3147","8,3147","8,3147","8,3147","---","0%"
"03.11.1995","8,3147","8,3147","8,3147","8,3147","---","0%"
"02.11.1995","8,3148","8,3148","8,3148","8,3148","---","0%"
"01.11.1995","8,3146","8,3146","8,3146","8,3146","---","0%"
"31.10.1995","8,3149","8,3149","8,3149","8,3149","---","0%"
"30.10.1995","8,3149","8,3149","8,3149","8,3149","---","0,01%"
"27.10.1995","8,3144","8,3144","8,3144","8,3144","---","0%"
"26.10.1995","8,3143","8,3143","8,3143","8,3143","---","0,01%"
"25.10.1995","8,3137","8,3137","8,3137","8,3137","---","0%"
"24.10.1995","8,3136","8,3136","8,3136","8,3136","---","0%"
"23.10.1995","8,3139","8,3139","8,3139","8,3139","---","-0,01%"
"20.10.1995","8,3144","8,3144","8,3144","8,3144","---","0%"
"19.10.1995","8,3142","8,3142","8,3142","8,3142","---","0%"
"18.10.1995","8,3141","8,3141","8,3141","8,3141","---","-0,01%"
"17.10.1995","8,3148","8,3148","8,3148","8,3148","---","0%"
"16.10.1995","8,3148","8,3148","8,3148","8,3148","---","0,01%"
"13.10.1995","8,3142","8,3142","8,3142","8,3142","---","0%"
"12.10.1995","8,3144","8,3144","8,3144","8,3144","---","-0,01%"
"11.10.1995","8,315","8,315","8,315","8,315","---","-0,01%"
"10.10.1995","8,3158","8,3158","8,3158","8,3158","---","-0,01%"
"09.10.1995","8,3167","8,3167","8,3167","8,3167","---","-0,01%"
"06.10.1995","8,3174","8,3174","8,3174","8,3174","---","-0,01%"
"05.10.1995","8,318","8,318","8,318","8,318","---","-0,01%"
"04.10.1995","8,3185","8,3185","8,3185","8,3185","---","0%"
"03.10.1995","8,3185","8,3185","8,3185","8,3185","---","0%"
"02.10.1995","8,3185","8,3185","8,3185","8,3185","---","0%"
"29.09.1995","8,3185","8,3185","8,3185","8,3185","---","0%"
"28.09.1995","8,3189","8,3189","8,3189","8,3189","---","0%"
"27.09.1995","8,319","8,319","8,319","8,319","---","0%"
"26.09.1995","8,3192","8,3192","8,3192","8,3192","---","0%"
"25.09.1995","8,3194","8,3194","8,3194","8,3194","---","0%"
"22.09.1995","8,3194","8,3194","8,3194","8,3194","---","0%"
"21.09.1995","8,3194","8,3194","8,3194","8,3194","---","0%"
"20.09.1995","8,3198","8,3198","8,3198","8,3198","---","0,01%"
"19.09.1995","8,3192","8,3192","8,3192","8,3192","---","-0,01%"
"18.09.1995","8,3197","8,3197","8,3197","8,3197","---","0%"
"15.09.1995","8,3194","8,3194","8,3194","8,3194","---","0%"
"14.09.1995","8,319","8,319","8,319","8,319","---","0,01%"
"13.09.1995","8,3184","8,3184","8,3184","8,3184","---","0%"
"12.09.1995","8,318","8,318","8,318","8,318","---","0%"
"11.09.1995","8,3177","8,3177","8,3177","8,3177","---","0,01%"
"08.09.1995","8,3171","8,3171","8,3171","8,3171","---","0%"
"07.09.1995","8,3175","8,3175","8,3175","8,3175","---","0%"
"06.09.1995","8,3178","8,3178","8,3178","8,3178","---","0%"
"05.09.1995","8,3181","8,3181","8,3181","8,3181","---","-0,01%"
"04.09.1995","8,3186","8,3186","8,3186","8,3186","---","-0,01%"
"01.09.1995","8,3192","8,3192","8,3192","8,3192","---","-0,01%"
"31.08.1995","8,3198","8,3198","8,3198","8,3198","---","0,01%"
"30.08.1995","8,3193","8,3193","8,3193","8,3193","---","0,01%"
"29.08.1995","8,3182","8,3182","8,3182","8,3182","---","0,02%"
"28.08.1995","8,3165","8,3165","8,3165","8,3165","---","0,01%"
"25.08.1995","8,3153","8,3153","8,3153","8,3153","---","0,01%"
"24.08.1995","8,3148","8,3148","8,3148","8,3148","---","0,02%"
"23.08.1995","8,3133","8,3133","8,3133","8,3133","---","0,01%"
"22.08.1995","8,3125","8,3125","8,3125","8,3125","---","0%"
"21.08.1995","8,3122","8,3122","8,3122","8,3122","---","0,01%"
"18.08.1995","8,3117","8,3117","8,3117","8,3117","---","0,01%"
"17.08.1995","8,3106","8,3106","8,3106","8,3106","---","0,01%"
"16.08.1995","8,3094","8,3094","8,3094","8,3094","---","0,04%"
"15.08.1995","8,3057","8,3057","8,3057","8,3057","---","0,02%"
"14.08.1995","8,3038","8,3038","8,3038","8,3038","---","0,02%"
"11.08.1995","8,3025","8,3025","8,3025","8,3025","---","0%"
"10.08.1995","8,3023","8,3023","8,3023","8,3023","---","0,01%"
"09.08.1995","8,3016","8,3016","8,3016","8,3016","---","0%"
"08.08.1995","8,3014","8,3014","8,3014","8,3014","---","0,02%"
"07.08.1995","8,3","8,3","8,3","8,3","---","0%"
"04.08.1995","8,3002","8,3002","8,3002","8,3002","---","0%"
"03.08.1995","8,3002","8,3002","8,3002","8,3002","---","0%"
"02.08.1995","8,3002","8,3002","8,3002","8,3002","---","0%"
"01.08.1995","8,3","8,3","8,3","8,3","---","0%"
"31.07.1995","8,3003","8,3003","8,3003","8,3003","---","0%"
"28.07.1995","8,3003","8,3003","8,3003","8,3003","---","0%"
"27.07.1995","8,3002","8,3002","8,3002","8,3002","---","0%"
"26.07.1995","8,3002","8,3002","8,3002","8,3002","---","0%"
"25.07.1995","8,3003","8,3003","8,3003","8,3003","---","0%"
"24.07.1995","8,3004","8,3004","8,3004","8,3004","---","0%"
"21.07.1995","8,3002","8,3002","8,3002","8,3002","---","0%"
"20.07.1995","8,3004","8,3004","8,3004","8,3004","---","-0,01%"
"19.07.1995","8,3011","8,3011","8,3011","8,3011","---","0%"
"18.07.1995","8,3013","8,3013","8,3013","8,3013","---","0%"
"17.07.1995","8,3009","8,3009","8,3009","8,3009","---","0%"
"14.07.1995","8,3011","8,3011","8,3011","8,3011","---","0%"
"13.07.1995","8,3014","8,3014","8,3014","8,3014","---","0%"
"12.07.1995","8,3017","8,3017","8,3017","8,3017","---","0%"
"11.07.1995","8,302","8,302","8,302","8,302","---","0%"
"10.07.1995","8,3023","8,3023","8,3023","8,3023","---","0,03%"
"07.07.1995","8,3","8,3","8,3","8,3","---","0%"
"06.07.1995","8,3","8,3","8,3","8,3","---","0%"
"05.07.1995","8,3001","8,3001","8,3001","8,3001","---","0%"
"04.07.1995","8,3005","8,3005","8,3005","8,3005","---","0%"
"03.07.1995","8,3007","8,3007","8,3007","8,3007","---","0%"
"30.06.1995","8,3011","8,3011","8,3011","8,3011","---","0%"
"29.06.1995","8,3011","8,3011","8,3011","8,3011","---","0%"
"28.06.1995","8,3007","8,3007","8,3007","8,3007","---","0%"
"27.06.1995","8,3007","8,3007","8,3007","8,3007","---","-0,01%"
"26.06.1995","8,3013","8,3013","8,3013","8,3013","---","0%"
"23.06.1995","8,3015","8,3015","8,3015","8,3015","---","0%"
"22.06.1995","8,3018","8,3018","8,3018","8,3018","---","0,01%"
"21.06.1995","8,3009","8,3009","8,3009","8,3009","---","0,01%"
"20.06.1995","8,3","8,3","8,3","8,3","---","0%"
"19.06.1995","8,3002","8,3002","8,3002","8,3002","---","0%"
"16.06.1995","8,3004","8,3004","8,3004","8,3004","---","-0,02%"
"15.06.1995","8,3019","8,3019","8,3019","8,3019","---","0,02%"
"14.06.1995","8,3","8,3","8,3","8,3","---","0%"
"13.06.1995","8,3003","8,3003","8,3003","8,3003","---","-0,01%"
"12.06.1995","8,3008","8,3008","8,3008","8,3008","---","0,01%"
"09.06.1995","8,3","8,3","8,3","8,3","---","0,04%"
"08.06.1995","8,2966","8,2966","8,2966","8,2966","---","-0,02%"
"07.06.1995","8,2983","8,2983","8,2983","8,2983","---","-0,03%"
"06.06.1995","8,3004","8,3004","8,3004","8,3004","---","0,01%"
"05.06.1995","8,2998","8,2998","8,2998","8,2998","---","-0,02%"
"02.06.1995","8,3018","8,3018","8,3018","8,3018","---","-0,02%"
"01.06.1995","8,3036","8,3036","8,3036","8,3036","---","-0,02%"
"31.05.1995","8,3055","8,3055","8,3055","8,3055","---","-0,03%"
"30.05.1995","8,3077","8,3077","8,3077","8,3077","---","-0,01%"
"29.05.1995","8,3086","8,3086","8,3086","8,3086","---","0,03%"
"26.05.1995","8,3063","8,3063","8,3063","8,3063","---","0,03%"
"25.05.1995","8,3041","8,3041","8,3041","8,3041","---","0,02%"
"24.05.1995","8,3022","8,3022","8,3022","8,3022","---","0,04%"
"23.05.1995","8,2988","8,2988","8,2988","8,2988","---","0,03%"
"22.05.1995","8,2959","8,2959","8,2959","8,2959","---","0,03%"
"19.05.1995","8,2932","8,2932","8,2932","8,2932","---","0,03%"
"18.05.1995","8,2907","8,2907","8,2907","8,2907","---","0,05%"
"17.05.1995","8,2863","8,2863","8,2863","8,2863","---","0,1%"
"16.05.1995","8,2782","8,2782","8,2782","8,2782","---","0,08%"
"15.05.1995","8,2716","8,2716","8,2716","8,2716","---","-0,14%"
"12.05.1995","8,2828","8,2828","8,2828","8,2828","---","-0,15%"
"11.05.1995","8,295","8,295","8,295","8,295","---","-0,12%"
"10.05.1995","8,3053","8,3053","8,3053","8,3053","---","-0,23%"
"09.05.1995","8,3247","8,3247","8,3247","8,3247","---","-0,12%"
"08.05.1995","8,3347","8,3347","8,3347","8,3347","---","-0,11%"
"05.05.1995","8,3442","8,3442","8,3442","8,3442","---","-0,25%"
"04.05.1995","8,3648","8,3648","8,3648","8,3648","---","-0,17%"
"03.05.1995","8,3794","8,3794","8,3794","8,3794","---","-0,19%"
"02.05.1995","8,3952","8,3952","8,3952","8,3952","---","-0,15%"
"01.05.1995","8,4074","8,4074","8,4074","8,4074","---","0%"
"28.04.1995","8,4074","8,4074","8,4074","8,4074","---","-0,03%"
"27.04.1995","8,4102","8,4102","8,4102","8,4102","---","-0,04%"
"26.04.1995","8,4138","8,4138","8,4138","8,4138","---","-0,08%"
"25.04.1995","8,4205","8,4205","8,4205","8,4205","---","-0,03%"
"24.04.1995","8,4227","8,4227","8,4227","8,4227","---","0%"
"21.04.1995","8,423","8,423","8,423","8,423","---","0%"
"20.04.1995","8,4232","8,4232","8,4232","8,4232","---","0%"
"19.04.1995","8,4234","8,4234","8,4234","8,4234","---","0%"
"18.04.1995","8,4236","8,4236","8,4236","8,4236","---","0%"
"17.04.1995","8,4238","8,4238","8,4238","8,4238","---","0%"
"14.04.1995","8,4241","8,4241","8,4241","8,4241","---","0%"
"13.04.1995","8,4242","8,4242","8,4242","8,4242","---","0%"
"12.04.1995","8,4246","8,4246","8,4246","8,4246","---","0%"
"11.04.1995","8,425","8,425","8,425","8,425","---","0%"
"10.04.1995","8,4252","8,4252","8,4252","8,4252","---","0%"
"07.04.1995","8,4251","8,4251","8,4251","8,4251","---","0%"
"06.04.1995","8,4252","8,4252","8,4252","8,4252","---","0%"
"05.04.1995","8,4256","8,4256","8,4256","8,4256","---","0%"
"04.04.1995","8,4257","8,4257","8,4257","8,4257","---","0%"
"03.04.1995","8,426","8,426","8,426","8,426","---","0%"
"31.03.1995","8,4264","8,4264","8,4264","8,4264","---","-0,01%"
"30.03.1995","8,4269","8,4269","8,4269","8,4269","---","-0,01%"
"29.03.1995","8,4275","8,4275","8,4275","8,4275","---","0%"
"28.03.1995","8,4277","8,4277","8,4277","8,4277","---","0%"
"27.03.1995","8,4277","8,4277","8,4277","8,4277","---","0%"
"24.03.1995","8,4276","8,4276","8,4276","8,4276","---","0%"
"23.03.1995","8,4272","8,4272","8,4272","8,4272","---","0%"
"22.03.1995","8,4268","8,4268","8,4268","8,4268","---","0,01%"
"21.03.1995","8,4262","8,4262","8,4262","8,4262","---","-0,01%"
"20.03.1995","8,427","8,427","8,427","8,427","---","0%"
"17.03.1995","8,4273","8,4273","8,4273","8,4273","---","-0,01%"
"16.03.1995","8,428","8,428","8,428","8,428","---","0,01%"
"15.03.1995","8,4274","8,4274","8,4274","8,4274","---","0,01%"
"14.03.1995","8,4265","8,4265","8,4265","8,4265","---","0%"
"13.03.1995","8,4264","8,4264","8,4264","8,4264","---","0%"
"10.03.1995","8,4261","8,4261","8,4261","8,4261","---","0%"
"09.03.1995","8,4259","8,4259","8,4259","8,4259","---","-0,01%"
"08.03.1995","8,4265","8,4265","8,4265","8,4265","---","-0,01%"
"07.03.1995","8,4273","8,4273","8,4273","8,4273","---","-0,01%"
"06.03.1995","8,4282","8,4282","8,4282","8,4282","---","-0,01%"
"03.03.1995","8,4294","8,4294","8,4294","8,4294","---","-0,01%"
"02.03.1995","8,4299","8,4299","8,4299","8,4299","---","-0,01%"
"01.03.1995","8,4308","8,4308","8,4308","8,4308","---","0%"
"28.02.1995","8,4311","8,4311","8,4311","8,4311","---","-0,01%"
"27.02.1995","8,4316","8,4316","8,4316","8,4316","---","0%"
"24.02.1995","8,432","8,432","8,432","8,432","---","0%"
"23.02.1995","8,4324","8,4324","8,4324","8,4324","---","-0,01%"
"22.02.1995","8,4329","8,4329","8,4329","8,4329","---","-0,01%"
"21.02.1995","8,4337","8,4337","8,4337","8,4337","---","0%"
"20.02.1995","8,434","8,434","8,434","8,434","---","-0,01%"
"17.02.1995","8,4352","8,4352","8,4352","8,4352","---","0%"
"16.02.1995","8,4352","8,4352","8,4352","8,4352","---","0%"
"15.02.1995","8,4351","8,4351","8,4351","8,4351","---","0%"
"14.02.1995","8,4352","8,4352","8,4352","8,4352","---","0%"
"13.02.1995","8,4355","8,4355","8,4355","8,4355","---","-0,01%"
"10.02.1995","8,436","8,436","8,436","8,436","---","0%"
"09.02.1995","8,4364","8,4364","8,4364","8,4364","---","-0,01%"
"08.02.1995","8,437","8,437","8,437","8,437","---","-0,01%"
"07.02.1995","8,4375","8,4375","8,4375","8,4375","---","-0,01%"
"06.02.1995","8,438","8,438","8,438","8,438","---","0%"
"03.02.1995","8,4384","8,4384","8,4384","8,4384","---","0%"
"02.02.1995","8,4384","8,4384","8,4384","8,4384","---","0%"
"01.02.1995","8,4384","8,4384","8,4384","8,4384","---","0%"
"31.01.1995","8,4384","8,4384","8,4384","8,4384","---","0%"
"30.01.1995","8,4384","8,4384","8,4384","8,4384","---","0%"
"27.01.1995","8,4384","8,4384","8,4384","8,4384","---","0%"
"26.01.1995","8,4387","8,4387","8,4387","8,4387","---","0%"
"25.01.1995","8,439","8,439","8,439","8,439","---","0%"
"24.01.1995","8,4394","8,4394","8,4394","8,4394","---","0%"
"23.01.1995","8,4397","8,4397","8,4397","8,4397","---","-0,01%"
"19.01.1995","8,4402","8,4402","8,4402","8,4402","---","0%"
"18.01.1995","8,4405","8,4405","8,4405","8,4405","---","0%"
"17.01.1995","8,4407","8,4407","8,4407","8,4407","---","0%"
"16.01.1995","8,441","8,441","8,441","8,441","---","0%"
"13.01.1995","8,4411","8,4411","8,4411","8,4411","---","0%"
"12.01.1995","8,4412","8,4412","8,4412","8,4412","---","0%"
